code,公司名称：,公司简称：,证券简称更名历史：
002967,广州广电计量检测股份有限公司,广州广电计量检测, 广电计量
600291,内蒙古西水创业股份有限公司,内蒙古西水创业,G西水 西水股份 西水股份
300438,广州鹏辉能源科技股份有限公司,广州鹏辉能源科技, 鹏辉能源
600738,兰州民百(集团)股份有限公司,兰州民百(集团),ST民百 ST民百 ST民百 兰州民百 G民百 兰州民百 兰州民百
000561,陕西烽火电子股份有限公司,陕西烽火电子,ST长岭 ST长岭 SST长岭 SST长岭 SST长岭 ST长岭 ST烽火 烽火电子 烽火电子
603706,新疆东方环宇燃气股份有限公司,新疆东方环宇燃气, 东方环宇
603317,四川天味食品集团股份有限公司,四川天味食品集团, 天味食品
600505,四川西昌电力股份有限公司,四川西昌电力,S西昌电 西昌电力 西昌电力
300445,北京康斯特仪表科技股份有限公司,北京康斯特仪表科技, 康斯特
600775,南京熊猫电子股份有限公司,南京熊猫电子,ST熊猫 南京熊猫 G熊猫 南京熊猫 南京熊猫
603223,恒通物流股份有限公司,恒通物流, 恒通股份
000639,西王食品股份有限公司,西王食品,ST株庆云 庆云发展 金德发展 G金德 金德发展 西王食品 西王食品
300381,广东溢多利生物科技股份有限公司,广东溢多利生物科技, 溢多利
603730,上海岱美汽车内饰件股份有限公司,上海岱美汽车内饰件, 岱美股份
300662,北京科锐国际人力资源股份有限公司,北京科锐国际人力资源, 科锐国际
600293,湖北三峡新型建材股份有限公司,湖北三峡新型建材,G三峡 三峡新材 三峡新材
002378,崇义章源钨业股份有限公司,崇义章源钨业, 章源钨业
300590,上海移为通信技术股份有限公司,上海移为通信技术, 移为通信
000868,安徽安凯汽车股份有限公司,安徽安凯汽车,G安凯 安凯客车 ST安凯 ST安凯
000732,泰禾集团股份有限公司,泰禾集团,ST三农 SST三农 ST三农 ST三农 福建三农 泰禾集团 泰禾集团
600980,北矿科技股份有限公司,北矿科技,G北矿 北矿磁材 ST北磁 北矿磁材 北矿科技 北矿科技
603323,江苏苏州农村商业银行股份有限公司,江苏苏州农村商业银行,苏农银行 苏农银行
688023,杭州安恒信息技术股份有限公司,杭州安恒信息技术, 安恒信息
002157,江西正邦科技股份有限公司,江西正邦科技, 正邦科技
000666,经纬纺织机械股份有限公司,经纬纺织机械,G经纬 经纬纺机 经纬纺机
600061,国投资本股份有限公司,国投资本,G中纺 中纺投资 国投安信 国投资本 国投资本
300204,舒泰神(北京)生物制药股份有限公司,舒泰神(北京)生物制药, 舒泰神
002317,广东众生药业股份有限公司,广东众生药业, 众生药业
600261,浙江阳光照明电器集团股份有限公司,浙江阳光照明电器集团,G浙阳光 浙江阳光 阳光照明 阳光照明
002420,广州毅昌科技股份有限公司,广州毅昌科技,ST毅昌 ST毅昌
000686,东北证券股份有限公司,东北证券,S锦六陆 东北证券 东北证券
000902,新洋丰农业科技股份有限公司,新洋丰农业科技,S中服 中国服装 ST中服 中国服装 ST中服 中国服装 新洋丰 新洋丰
300324,北京旋极信息技术股份有限公司,北京旋极信息技术, 旋极信息
002948,青岛银行股份有限公司,青岛银行, 青岛银行
000759,中百控股集团股份有限公司,中百控股集团,G中百 武汉中百 中百集团 中百集团
601890,江苏亚星锚链股份有限公司,江苏亚星锚链, 亚星锚链
600078,江苏澄星磷化工股份有限公司,江苏澄星磷化工,澄星股份 G澄星 澄星股份 澄星股份
002077,江苏大港股份有限公司,江苏大港, 大港股份
603039,上海泛微网络科技股份有限公司,上海泛微网络科技, 泛微网络
000887,安徽中鼎密封件股份有限公司,安徽中鼎密封件,ST飞彩 ST飞彩 SST飞彩 SST飞彩 ST飞彩 ST中鼎 中鼎股份 中鼎股份
002052,深圳市同洲电子股份有限公司,深圳市同洲电子, 同洲电子
300593,北京新雷能科技股份有限公司,北京新雷能科技, 新雷能
600620,上海市天宸股份有限公司,上海市天宸,天宸股份 G天宸 天宸股份 天宸股份
000563,陕西省国际信托股份有限公司,陕西省国际信托,G陕国投 陕国投A 陕国投Ａ
601555,东吴证券股份有限公司,东吴证券, 东吴证券
603612,索通发展股份有限公司,索通发展, 索通发展
300363,重庆博腾制药科技股份有限公司,重庆博腾制药科技, 博腾股份
002269,上海美特斯邦威服饰股份有限公司,上海美特斯邦威服饰, 美邦服饰
300241,深圳市瑞丰光电子股份有限公司,深圳市瑞丰光电子, 瑞丰光电
000078,深圳市海王生物工程股份有限公司,深圳市海王生物工程,G海王 海王生物 海王生物
002244,杭州滨江房产集团股份有限公司,杭州滨江房产集团, 滨江集团
002138,深圳顺络电子股份有限公司,深圳顺络电子, 顺络电子
002552,宝鼎科技股份有限公司,宝鼎科技,宝鼎科技 ST宝鼎 宝鼎科技 宝鼎科技
601377,兴业证券股份有限公司,兴业证券, 兴业证券
002304,江苏洋河酒厂股份有限公司,江苏洋河酒厂, 洋河股份
300451,创业慧康科技股份有限公司,创业慧康科技,创业慧康 创业慧康
600818,中路股份有限公司,中路,ST永久 ST永久B PT永久 PT永久B ST永久 ST永久B 上海永久 永久B股 G永久 上海永久 中路股份 中路B股 中路股份
300217,镇江东方电热科技股份有限公司,镇江东方电热科技, 东方电热
002839,江苏张家港农村商业银行股份有限公司,江苏张家港农村商业银行, 张家港行
002002,鸿达兴业股份有限公司,鸿达兴业,G琼花 江苏琼花 ST琼花 ST琼花 ST琼花 ST金材 金材股份 鸿达兴业 鸿达兴业
000633,新疆合金投资股份有限公司,新疆合金投资,合金投资 ST合金 SST合金 SST合金 ST合金 合金投资 ST合金 合金投资 合金投资
000701,厦门信达股份有限公司,厦门信达,G信达 厦门信达 厦门信达
300041,湖北回天新材料股份有限公司,湖北回天新材料,回天新材 回天新材
000665,湖北省广播电视信息网络股份有限公司,湖北省广播电视信息网络,S武塑料 武汉塑料 湖北广电 湖北广电
600861,北京城乡商业(集团)股份有限公司,北京城乡商业(集团),G京城乡 北京城乡 北京城乡
002688,金河生物科技股份有限公司,金河生物科技, 金河生物
002057,中钢集团安徽天源科技股份有限公司,中钢集团安徽天源科技,中钢天源 中钢天源
300390,苏州天华超净科技股份有限公司,苏州天华超净科技, 天华超净
300070,北京碧水源科技股份有限公司,北京碧水源科技, 碧水源
600635,上海大众公用事业(集团)股份有限公司,上海大众公用事业(集团),大众科创 大众公用 G大众 大众公用 大众公用
603188,江苏亚邦染料股份有限公司,江苏亚邦染料,ST亚邦 亚邦股份 ST亚邦 ST亚邦
002299,福建圣农发展股份有限公司,福建圣农发展, 圣农发展
688002,烟台睿创微纳技术股份有限公司,烟台睿创微纳技术, 睿创微纳
002192,融捷股份有限公司,融捷,ST路翔 ST融捷 融捷股份 融捷股份
600109,国金证券股份有限公司,国金证券,ST成百 成都建投 S成建投 成都建投 国金证券 国金证券
000776,广发证券股份有限公司,广发证券,ST延路 延边公路 S延边路 广发证券 广发证券
300058,北京蓝色光标数据科技股份有限公司,北京蓝色光标数据科技, 蓝色光标
688003,苏州天准科技股份有限公司,苏州天准科技, 天准科技
002015,协鑫能源科技股份有限公司,协鑫能源科技,G霞客 霞客环保 ST霞客 ST霞客 霞客环保 协鑫能科 协鑫能科
603360,大连百傲化学股份有限公司,大连百傲化学, 百傲化学
000795,英洛华科技股份有限公司,英洛华科技,G刚玉 太原刚玉 英洛华 英洛华
603000,人民网股份有限公司,人民网, 人民网
300260,昆山新莱洁净应用材料股份有限公司,昆山新莱洁净应用材料, 新莱应材
300638,深圳市广和通无线股份有限公司,深圳市广和通无线, 广和通
600477,杭萧钢构股份有限公司,杭萧钢构,G杭萧 杭萧钢构 杭萧钢构
002407,多氟多化工股份有限公司,多氟多化工, 多氟多
600521,浙江华海药业股份有限公司,浙江华海药业,G华海 华海药业 华海药业
000922,哈尔滨电气集团佳木斯电机股份有限公司,哈尔滨电气集团佳木斯电机,S阿继 阿继电器 ST阿继 ST阿继 ST阿继 ST阿继 ST佳电 佳电股份 ST佳电 佳电股份 佳电股份
002173,创新医疗管理股份有限公司,创新医疗管理,千足珍珠 ST千足 ST创疗 创新医疗 创新医疗
300340,江门市科恒实业股份有限公司,江门市科恒实业, 科恒股份
000728,国元证券股份有限公司,国元证券,S京化二 SST化二 国元证券 国元证券
000652,天津泰达股份有限公司,天津泰达,泰达股份 G泰达 泰达股份 泰达股份
002565,上海顺灏新材料科技股份有限公司,上海顺灏新材料科技,顺灏股份 顺灏股份
601788,光大证券股份有限公司,光大证券, 光大证券
603559,中通国脉通信股份有限公司,中通国脉通信, 中通国脉
300089,广东文化长城集团股份有限公司,广东文化长城集团,文化长城 文化长城
600487,江苏亨通光电股份有限公司,江苏亨通光电,G亨通 亨通光电 亨通光电
002736,国信证券股份有限公司,国信证券, 国信证券
600862,中航航空高科技股份有限公司,中航航空高科技,ST通机 南通机床 纵横国际 ST纵横 ST纵横 ST纵横 SST纵横 SST通科 SST通科 ST通科 南通科技 中航高科 中航高科
600337,美克国际家居用品股份有限公司,美克国际家居用品,G美克 美克股份 美克家居 美克家居
600566,湖北济川药业股份有限公司,湖北济川药业,Ｇ洪城 洪城股份 济川药业 济川药业
600055,北京万东医疗科技股份有限公司,北京万东医疗科技,G万东 万东医疗 华润万东 万东医疗 万东医疗
600783,鲁信创业投资集团股份有限公司,鲁信创业投资集团,鲁信高新 G鲁信 鲁信高新 鲁信创投 鲁信创投
300583,山东赛托生物科技股份有限公司,山东赛托生物科技, 赛托生物
300337,银邦金属复合材料股份有限公司,银邦金属复合材料, 银邦股份
002320,海南海峡航运股份有限公司,海南海峡航运, 海峡股份
000590,启迪古汉集团股份有限公司,启迪古汉集团,古汉集团 紫光生物 紫光古汉 G古汉 紫光古汉 ST古汉 启迪古汉 启迪古汉
000723,山西美锦能源股份有限公司,山西美锦能源,ST天宇 天宇电气 S天宇 天宇电气 美锦能源 美锦能源
600175,美都能源股份有限公司,美都能源,美都控股 G美都 美都控股 美都能源 美都能源
603031,安徽安德利百货股份有限公司,安徽安德利百货, 安德利
601011,宝泰隆新材料股份有限公司,宝泰隆新材料, 宝泰隆
002309,江苏中利集团股份有限公司,江苏中利集团,中利集团 中利集团
002640,跨境通宝电子商务股份有限公司,跨境通宝电子商务,跨境通 跨境通
600321,正源控股股份有限公司,正源控股,G国栋 国栋建设 正源股份 ST正源 ST正源 ST正源
300309,吉艾科技集团股份公司,吉艾科技集团股份公司, 吉艾科技
603042,南京华脉科技股份有限公司,南京华脉科技, 华脉科技
601198,东兴证券股份有限公司,东兴证券, 东兴证券
300615,深圳市欣天科技股份有限公司,深圳市欣天科技, 欣天科技
002726,山东龙大肉食品股份有限公司,山东龙大肉食品, 龙大肉食
002205,新疆国统管道股份有限公司,新疆国统管道, 国统股份
003816,中国广核电力股份有限公司,中国广核电力, 中国广核
300472,北京万向新元科技股份有限公司,北京万向新元科技, 新元科技
000100,TCL集团股份有限公司,TCL集团,GTCL集团 TCL集团 STTCL TCL集团 TCL集团
600378,昊华化工科技集团股份有限公司,昊华化工科技集团,S天科 天科股份 昊华科技 昊华科技
300506,深圳市名家汇科技股份有限公司,深圳市名家汇科技, 名家汇
600403,河南大有能源股份有限公司,河南大有能源,G欣网 欣网视讯 大有能源 ST大有 大有能源 大有能源
002592,南宁八菱科技股份有限公司,南宁八菱科技, 八菱科技
600549,厦门钨业股份有限公司,厦门钨业,G厦钨 厦门钨业 厦门钨业
300568,深圳市星源材质科技股份有限公司,深圳市星源材质科技, 星源材质
600354,甘肃省敦煌种业集团股份有限公司,甘肃省敦煌种业集团,G敦种 敦煌种业 敦煌种业
